ts_id,cluster,transform,model,fold,auto_params,sMAPE,MASE,RMSE
T145,2,none,SeasonalNaive,0,fitted,1.0840472467984492,0.7616998449719085,99.48180379202178
T145,2,none,AutoTheta,0,OTM,0.8821037023674727,0.6202270724027795,84.35600335756688
T145,2,none,AutoETS,0,"ETS(M,N,N)",1.1306639098542752,0.7935357990558534,105.67388714944728
T145,2,none,AutoARIMA,0,"ARIMA(0, 0, 0, 0, 1, 1, 0)",0.9313808263171814,0.6546222511033742,88.15365858546446
T2026,2,none,Naive,0,fitted,4.214708105988606,2.725828108630817,554.8790350801047
T2026,2,none,SeasonalNaive,0,fitted,2.869196679767025,1.8361197905542639,429.0991885000812
T2026,2,none,AutoTheta,0,OTM,4.568135710433212,2.9619278860574227,602.4216435502987
T2026,2,none,AutoETS,0,"ETS(M,A,N)",4.807777207270302,3.1225269121631025,631.970727365849
T2026,2,none,AutoARIMA,0,"ARIMA(0, 0, 0, 0, 1, 1, 0)",4.742957241365597,3.079016305053287,623.4967481156904
T2291,2,none,Naive,0,fitted,1.6172208598969835,0.9618542828676951,171.8003076664466
T2291,2,none,SeasonalNaive,0,fitted,2.787519499090294,1.6353099771120279,311.15101524133604
T2291,2,none,AutoTheta,0,OTM,1.5922975396424548,0.9470918722364643,169.4617409294393
T2291,2,none,AutoETS,0,"ETS(M,A,N)",1.620561206333831,0.9638558770445002,172.72206006598933
T2291,2,none,AutoARIMA,0,"ARIMA(0, 0, 0, 0, 1, 1, 0)",1.5876706551593482,0.9443847481698928,170.46546616376907
T2321,2,none,Naive,0,fitted,4.565087588771547,1.3053902594848414,101.45547163955133
T2321,2,none,SeasonalNaive,0,fitted,6.4405030395377345,1.8208776411252068,136.74106630425845
T2321,2,none,AutoTheta,0,OTM,4.610584221888457,1.3180260365953227,102.68430485360265
T2321,2,none,AutoETS,0,"ETS(A,N,N)",4.565222309529131,1.305427772572228,101.45794713289634
T2321,2,none,AutoARIMA,0,"ARIMA(0, 0, 0, 0, 1, 1, 0)",4.565087588771547,1.3053902594848414,101.45547163955133
T2471,2,none,Naive,0,fitted,1.1768780427778855,0.5391246476959933,206.58210750899278
T2471,2,none,SeasonalNaive,0,fitted,1.2742972279736073,0.5835521578956869,234.31644049386313
T2471,2,none,AutoTheta,0,OTM,1.6034086337633848,0.7358661370007232,294.1116868519388
